utterance_idx,ut_len,Empathy,Talker,Negative_score,Neutral_score,Positivity_score,Happy,Fear,Sad,Bored,Angry,Excited,news,query,spam,marketing,feedback,complaint,suggestion,appreciation,IMPACT,EDUCATION,POLITICS,ENTERTAINMENT,TASTE,SPORTS,HEALTHY LIVING,GREEN,BUSINESS,WORLDPOST,TECH,SCIENCE,ARTS & CULTURE,CRIME,TRAVEL,RELIGION,context_encoded
4,70,4,2,0.541,0.372,0.088,0.2045556432,0.1206663989,0.1449532273,0.1872351063,0.2626909681,0.0798986562,0.031,0.055,0.112,0.01,0.792,0.18,0.121,0.699,0.1245124489,0.0,0.0928803533,0.5980089307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
1,133,5,1,0.531,0.391,0.077,0.0878862741,0.408920406,0.3910727753,0.0130148104,0.0308988224,0.0682069118,0.013,0.061,0.494,0.009,0.422,0.0,0.0,0.0,0.869184494,0.0798048228,0.0,0.0,0.0,0.0,0.0241502989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2,94,5,2,0.656,0.261,0.084,0.057781655,0.5020203018,0.2872294652,0.0135291605,0.0668529989,0.0725864186,0.014,0.24,0.323,0.016,0.407,0.285,0.084,0.631,0.7884446383,0.0,0.0,0.0,0.0,0.0,0.1083888635,0.0,0.0,0.0422405005,0.0,0.0,0.0,0.0,0.0,0.0,24
3,106,5,1,0.26,0.32,0.42,0.1384697964,0.256071887,0.3103708163,0.0541523557,0.1186540846,0.12228106,0.024,0.172,0.312,0.045,0.447,0.189,0.143,0.668,0.1914994121,0.0,0.0,0.4695422351,0.0647698864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
4,81,5,2,0.11,0.336,0.554,0.4027932382,0.0815733867,0.0716184256,0.0433030155,0.0580156794,0.3426962544,0.012,0.031,0.1,0.09,0.767,0.033,0.158,0.809,0.1227974892,0.0,0.17325674,0.0,0.0,0.0,0.6399081945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1,54,3,1,0.033,0.127,0.84,0.3286526506,0.1686149195,0.0137876925,0.0042114541,0.0415262594,0.4432070239,0.004,0.002,0.141,0.075,0.778,0.001,0.001,0.998,0.9415869117,0.0,0.0,0.015090473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160052963,0.0,0.0,0.0,26
2,46,3,2,0.057,0.118,0.824,0.3244666527,0.3760564731,0.068179653,0.018876441,0.0445277106,0.1678930698,0.022,0.109,0.289,0.12,0.461,0.008,0.013,0.979,0.0269438326,0.0,0.0957338065,0.8096308708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
3,106,3,1,0.557,0.271,0.171,0.0642767103,0.6823954414,0.1889810901,0.0075050631,0.0231015811,0.0337401139,0.002,0.578,0.042,0.004,0.375,0.0,0.0,0.0,0.7477507591,0.0,0.0,0.0,0.0,0.0,0.0622006543,0.0,0.1670862138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
4,45,3,2,0.647,0.254,0.099,0.0889055638,0.1443929253,0.423350687,0.0287009775,0.1709515015,0.1436983449,0.052,0.411,0.123,0.027,0.386,0.0,0.0,0.0,0.0420400798,0.0,0.2305398285,0.6251248717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
1,21,3,1,0.908,0.089,0.003,0.0045519833,0.5911575577,0.2842697402,0.0050075172,0.0930652515,0.02194795,0.017,0.062,0.382,0.0,0.539,0.872,0.04,0.088,0.5615625381,0.0,0.1099764034,0.0,0.0,0.0,0.1707195789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2,32,3,2,0.745,0.25,0.005,0.0091341618,0.5476566441,0.3514836572,0.0235144777,0.0513886098,0.0168224494,0.002,0.713,0.231,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.5907799602,0.2936645746,0.0350761488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3,76,3,1,0.855,0.138,0.006,0.0149366726,0.469446555,0.3770049219,0.026923226,0.0827652386,0.0289233859,0.008,0.126,0.612,0.002,0.251,0.0,0.0,0.0,0.690130055,0.0,0.0,0.1492252201,0.0,0.0903448686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4,62,3,2,0.8,0.173,0.027,0.0312871612,0.2483462178,0.4446074026,0.0163966709,0.2368098026,0.022552745,0.002,0.083,0.262,0.001,0.652,0.592,0.036,0.372,0.4467869401,0.0,0.0,0.4266569018,0.0,0.0,0.0341823846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
5,70,3,1,0.69,0.259,0.051,0.130765012,0.4622713721,0.149600824,0.0,0.0728103691,0.1845524227,0.009,0.046,0.407,0.005,0.533,0.517,0.151,0.331,0.7627161145,0.0,0.0,0.1056567132,0.0,0.0,0.1016028672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1,90,4,1,0.239,0.131,0.63,0.4651414497,0.1565319462,0.0295500207,0.0219916947,0.0692548798,0.257530009,0.014,0.027,0.212,0.041,0.706,0.049,0.024,0.928,0.3103503883,0.0,0.0,0.2951564789,0.3496546447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2,91,4,2,0.095,0.603,0.301,0.2667226245,0.240799515,0.3270341829,0.0,0.0661996834,0.0992439941,0.0,0.79,0.114,0.012,0.084,0.0,0.0,0.0,0.1488697529,0.0,0.0,0.245277077,0.5939734578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3,76,4,1,0.087,0.36,0.553,0.5319616207,0.1345124109,0.1170413533,0.0132089993,0.0333671976,0.1699084183,0.017,0.035,0.241,0.059,0.648,0.004,0.006,0.99,0.0,0.0,0.0,0.6534547806,0.0642612204,0.0,0.0962751508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
4,71,4,2,0.375,0.298,0.327,0.3109722581,0.2859050097,0.1575461024,0.0119504559,0.114811979,0.1188141948,0.015,0.313,0.315,0.13,0.227,0.0,0.0,0.0,0.0662309378,0.0,0.0,0.1739397347,0.7246326804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
1,100,4,1,0.777,0.211,0.012,0.0114899908,0.5346402188,0.2403951546,0.0393610841,0.1337780114,0.0403355403,0.036,0.038,0.521,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0454239137,0.0,0.0,0.0,0.938867569,0.0,0.0,0.0,0.0077549042,0.0,0.0,0.0,0.0,0
2,35,4,2,0.951,0.048,0.001,0.0048267865,0.6053898853,0.3328552274,0.006091282,0.0331301092,0.0177067095,0.001,0.741,0.066,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.2101397812,0.5880585909,0.0,0.0675584376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,49,4,1,0.748,0.188,0.063,0.0435618291,0.6390279174,0.1728404956,0.0098718716,0.0669272173,0.067770669,0.036,0.045,0.421,0.002,0.496,0.606,0.09,0.304,0.2130634934,0.0,0.0,0.3265149593,0.0,0.0,0.1725706905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,31,4,2,0.955,0.044,0.002,0.0070079686,0.3429664778,0.1054630568,0.0116343102,0.5244408779,0.0084873087,0.01,0.029,0.349,0.002,0.61,0.874,0.093,0.034,0.1135961115,0.0,0.0684528276,0.7365718484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,98,3,1,0.937,0.053,0.01,0.014319937,0.1219383116,0.2141355576,0.0367254706,0.5804466821,0.0324340411,0.142,0.495,0.084,0.03,0.249,0.0,0.0,0.0,0.0,0.0,0.5149993896,0.0,0.0,0.0,0.022760598,0.0,0.4141748846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2,37,3,2,0.865,0.127,0.008,0.0412267656,0.1576676976,0.4572961722,0.0499570159,0.2687794657,0.0250728829,0.002,0.377,0.264,0.007,0.35,0.0,0.0,0.0,0.0780670792,0.0,0.0235948488,0.8493427038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3,93,3,1,0.66,0.3,0.04,0.0865392131,0.1941903418,0.2144805959,0.1541308955,0.2480274592,0.1026314946,0.409,0.048,0.16,0.061,0.322,0.0,0.0,0.0,0.0069273035,0.0,0.9791029096,0.0090147154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4,28,3,2,0.87,0.121,0.009,0.0121766585,0.1509056117,0.7625577375,0.0181226211,0.0449532309,0.0112841404,0.001,0.074,0.399,0.001,0.524,0.631,0.028,0.34,0.5900858045,0.0,0.1675911546,0.0,0.0,0.0,0.1177484095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,49,5,1,0.002,0.024,0.974,0.4974431009,0.0708902945,0.0203945315,0.0053055504,0.1047077124,0.3012588103,0.018,0.001,0.339,0.031,0.612,0.0,0.001,0.999,0.0,0.0,0.0195368696,0.1264123321,0.0,0.837000072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
2,46,5,2,0.115,0.515,0.371,0.2165952406,0.3294558021,0.1276450617,0.0542671333,0.0729165836,0.1991201787,0.003,0.826,0.068,0.018,0.085,0.0,0.0,0.0,0.0,0.0,0.0569883287,0.163137123,0.0,0.7338649631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
3,35,5,1,0.054,0.632,0.313,0.1885343907,0.2699793108,0.1148708883,0.0489747231,0.1019616043,0.2756790828,0.116,0.008,0.422,0.192,0.262,0.0,0.0,0.0,0.0,0.0,0.1551544219,0.0,0.0,0.5249109268,0.0,0.0,0.0,0.0893634856,0.0,0.0,0.0,0.0,0.0,0.0,20
4,121,5,2,0.086,0.189,0.725,0.5385754584,0.1217273488,0.0143437117,0.0083724375,0.0635676626,0.253413381,0.014,0.015,0.23,0.103,0.637,0.001,0.007,0.992,0.0829519182,0.0,0.0,0.238174215,0.0,0.5977073312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5,52,5,1,0.051,0.526,0.423,0.4025939933,0.1508711622,0.1457297533,0.0333938636,0.0539390528,0.2134721747,0.012,0.082,0.363,0.038,0.505,0.028,0.274,0.698,0.0236466061,0.0,0.0,0.0407732055,0.0,0.9273705482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6,62,5,2,0.084,0.334,0.582,0.5009828778,0.1782854797,0.0856056621,0.0,0.0737429734,0.1613830069,0.005,0.179,0.262,0.033,0.52,0.011,0.243,0.746,0.1721529812,0.0,0.0151876342,0.0,0.0,0.7858298421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
1,83,4,1,0.281,0.615,0.105,0.0338169531,0.1208319631,0.7827055046,0.0043253044,0.0320123555,0.0263079194,0.001,0.033,0.76,0.002,0.205,0.0,0.0,0.0,0.8264299035,0.0,0.0,0.0482886359,0.0,0.0,0.0511042476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2,78,4,2,0.174,0.416,0.41,0.3085601552,0.0824574121,0.2466773269,0.0222337712,0.0758859159,0.2641854186,0.04,0.039,0.379,0.059,0.483,0.008,0.033,0.958,0.1225932911,0.0,0.0,0.2759031653,0.0,0.0,0.3484155238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
3,85,4,1,0.255,0.192,0.552,0.516461507,0.1003135175,0.0578155807,0.0489255376,0.0471397326,0.2293441247,0.005,0.015,0.254,0.035,0.691,0.008,0.009,0.984,0.0,0.0,0.0436580665,0.1611630619,0.0,0.7466371059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
4,77,4,2,0.054,0.183,0.763,0.5098527432,0.1267098133,0.0882772904,0.0,0.0697683886,0.2053917644,0.005,0.012,0.5,0.014,0.469,0.0,0.0,0.0,0.4054893851,0.0,0.0,0.4603875279,0.0,0.0,0.0475208536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1,61,3,1,0.58,0.365,0.055,0.0408215457,0.3264293832,0.4245981482,0.0692273746,0.1065427886,0.0323807596,0.002,0.107,0.314,0.011,0.566,0.665,0.099,0.237,0.6251204014,0.0,0.0769611597,0.1065059751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2,44,3,2,0.094,0.715,0.192,0.2811068123,0.1158890057,0.0626268818,0.1204698921,0.1965431098,0.2233642983,0.016,0.053,0.672,0.11,0.148,0.0,0.0,0.0,0.2027744204,0.0,0.5318502188,0.0686023682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
3,114,3,1,0.352,0.543,0.105,0.0867910457,0.2487686477,0.4201132805,0.0386162994,0.1310393414,0.0746713853,0.004,0.039,0.466,0.002,0.49,0.365,0.041,0.594,0.8894425035,0.0,0.0194768291,0.080525063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
4,24,3,2,0.291,0.698,0.011,0.0703618098,0.3731032673,0.32391326,0.085344177,0.0564671797,0.0908103061,0.0,0.978,0.013,0.0,0.009,0.0,0.0,0.0,0.2464156151,0.0,0.4493656456,0.1297378987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
5,56,3,1,0.556,0.388,0.056,0.1889659144,0.2273618353,0.1218054962,0.2010419543,0.082134643,0.1786901569,0.003,0.008,0.663,0.013,0.313,0.0,0.0,0.0,0.860978663,0.0,0.0,0.094237715,0.0,0.0,0.0385028273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
6,39,3,2,0.994,0.006,0.0,0.0032503339,0.7437628051,0.094656075,0.0078932505,0.1438824378,0.0065550977,0.011,0.013,0.165,0.0,0.811,0.99,0.004,0.007,0.0133044934,0.0,0.319478482,0.6219171882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
7,32,3,1,0.694,0.24,0.066,0.1606924349,0.1221309186,0.2679884465,0.1404818296,0.1874955972,0.1212107731,0.008,0.054,0.126,0.009,0.803,0.38,0.031,0.59,0.4764314592,0.0,0.2141033709,0.088787511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
1,156,4,1,0.71,0.251,0.038,0.0610621589,0.2620364682,0.2308408771,0.0652966468,0.245344895,0.135418954,0.032,0.237,0.42,0.014,0.297,0.0,0.0,0.0,0.7380700111,0.0,0.0,0.0,0.0,0.0,0.1291286498,0.0,0.0349755362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,61,4,2,0.471,0.515,0.014,0.1528375499,0.2217448066,0.3137835642,0.1195119328,0.1314573388,0.0606648077,0.002,0.928,0.034,0.001,0.035,0.0,0.0,0.0,0.0,0.0,0.2893492877,0.0,0.0,0.0,0.1973382235,0.0,0.0,0.0,0.2035431415,0.0,0.0,0.0,0.0,0.0,1
3,65,4,1,0.434,0.417,0.149,0.3984685514,0.0552668234,0.1707245023,0.0367873128,0.0941276946,0.2446251155,0.009,0.142,0.117,0.025,0.707,0.24,0.152,0.609,0.1075799465,0.0,0.7585184574,0.0241480321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4,36,4,2,0.853,0.129,0.017,0.0628632758,0.142104811,0.2243320445,0.1330417497,0.3992314346,0.0384266844,0.001,0.205,0.203,0.003,0.588,0.809,0.056,0.135,0.474457562,0.0,0.2639384568,0.1326798201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,27,2,1,0.48,0.48,0.04,0.0449760699,0.1402468584,0.4588769385,0.1325647032,0.1807658904,0.0425695395,0.001,0.376,0.301,0.017,0.304,0.0,0.0,0.0,0.3319190145,0.0,0.1760287881,0.413947016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2,16,2,2,0.375,0.562,0.062,0.0093710108,0.4915609854,0.2738338511,0.046777406,0.1401182413,0.0383385054,0.006,0.721,0.221,0.003,0.049,0.0,0.0,0.0,0.2729971707,0.0,0.1396576762,0.2658620179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
3,48,2,1,0.028,0.222,0.75,0.4864903438,0.0973482942,0.0347764812,0.029909137,0.0416401148,0.3098356291,0.015,0.023,0.317,0.191,0.454,0.004,0.015,0.981,0.0505316854,0.0,0.0,0.0889140666,0.0,0.0,0.7658414841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
4,39,2,2,0.104,0.421,0.474,0.2817039598,0.1459159348,0.099882191,0.0824635192,0.1458256357,0.2442087595,0.018,0.04,0.608,0.063,0.271,0.0,0.0,0.0,0.0,0.0,0.1768893749,0.667152822,0.0,0.0,0.0609502122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
1,93,3,1,0.4,0.477,0.123,0.0890104207,0.2719012858,0.1959328822,0.0693614483,0.2531041255,0.1206898375,0.01,0.139,0.193,0.018,0.639,0.485,0.37,0.146,0.5452628136,0.0,0.0,0.059354268,0.0,0.0,0.3558098972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2,70,3,2,0.759,0.193,0.048,0.0962455584,0.1731266623,0.3111434671,0.0879408843,0.2946390366,0.0369043914,0.003,0.268,0.123,0.008,0.598,0.664,0.045,0.291,0.1116814986,0.0,0.0,0.5221677423,0.0,0.23004058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3,184,3,1,0.846,0.128,0.027,0.0545275928,0.2394873814,0.2892462057,0.0815209524,0.2746340414,0.0605838262,0.031,0.626,0.077,0.008,0.258,0.0,0.0,0.0,0.0399695486,0.0,0.0,0.0,0.0,0.0,0.8823979497,0.0,0.0618507341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
4,69,3,2,0.337,0.501,0.162,0.2106694595,0.2219159172,0.4061207917,0.0309001027,0.0457759342,0.0846177946,0.002,0.042,0.146,0.005,0.804,0.107,0.108,0.785,0.1450531781,0.0,0.5488061905,0.1988892406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
1,120,4,1,0.751,0.201,0.048,0.0446686651,0.4319930616,0.2940542192,0.0216731681,0.1324283117,0.0751825744,0.018,0.056,0.282,0.002,0.641,0.885,0.026,0.09,0.4739013314,0.0332373679,0.0,0.0,0.0,0.0,0.4716128111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,116,4,2,0.836,0.152,0.013,0.0426140806,0.4691660905,0.2115321657,0.0078003852,0.1200808541,0.1488064239,0.029,0.286,0.16,0.008,0.516,0.434,0.51,0.055,0.0,0.0,0.0,0.6189525127,0.0,0.0,0.1056189686,0.0,0.0,0.0,0.0651862323,0.0,0.0,0.0,0.0,0.0,0
3,60,4,1,0.61,0.254,0.137,0.0586676403,0.3248869947,0.4329376887,0.0238694654,0.1026728603,0.0569653505,0.028,0.057,0.237,0.012,0.667,0.193,0.018,0.789,0.5109107494,0.0,0.0583711155,0.2777397633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,81,4,2,0.192,0.381,0.427,0.4165869611,0.153253229,0.027564894,0.0270688922,0.0812216586,0.2943043651,0.017,0.01,0.153,0.115,0.706,0.009,0.629,0.362,0.0,0.0,0.0,0.7536308169,0.0,0.0,0.0,0.0,0.0,0.0,0.0664061978,0.0,0.0542513765,0.0,0.0,0.0,0
1,119,3,1,0.402,0.435,0.163,0.1118342254,0.2521385107,0.1753843843,0.0646761243,0.1702227242,0.2257440311,0.541,0.024,0.07,0.013,0.352,0.0,0.0,0.0,0.0571473762,0.0,0.6605053544,0.0,0.0,0.0,0.2450703084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
2,61,3,2,0.164,0.345,0.491,0.4404271949,0.0847240682,0.1443507629,0.0263351576,0.1261854742,0.1779773422,0.006,0.016,0.176,0.012,0.79,0.038,0.053,0.909,0.7448448539,0.0725874454,0.0,0.0,0.0,0.0,0.0546342246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
3,21,3,1,0.162,0.681,0.156,0.3153539815,0.1986455322,0.1072992995,0.0930307981,0.1033030208,0.1823673679,0.001,0.049,0.265,0.005,0.681,0.034,0.136,0.831,0.6854717135,0.0,0.1284568608,0.0737794042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
4,68,3,2,0.056,0.247,0.697,0.4825698321,0.0755264018,0.016422926,0.0301994194,0.1154299046,0.2798515161,0.016,0.007,0.166,0.104,0.707,0.007,0.021,0.972,0.1562347859,0.0,0.0378177725,0.0,0.0,0.0,0.7195624709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
1,70,4,1,0.091,0.147,0.762,0.0595709795,0.1632190298,0.1212153782,0.0057643204,0.0968091007,0.5534211915,0.079,0.301,0.161,0.032,0.427,0.197,0.143,0.661,0.0269408692,0.0,0.0,0.0187748112,0.0,0.0,0.9467869401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
2,25,4,2,0.185,0.808,0.008,0.1208364186,0.2490932235,0.2629706907,0.1095578341,0.1702216516,0.0873201815,0.0,0.909,0.082,0.0,0.008,0.0,0.0,0.0,0.3934357762,0.0,0.1385850757,0.376278013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
3,95,4,1,0.063,0.113,0.824,0.228944423,0.1931583528,0.0332216082,0.0062494367,0.0591040976,0.4793220818,0.099,0.048,0.157,0.098,0.599,0.021,0.024,0.955,0.491964817,0.0,0.0,0.0,0.0431375057,0.0,0.3961333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
4,55,4,2,0.083,0.061,0.856,0.262619565,0.1339312455,0.1321550022,0.0080925056,0.1750978389,0.2881038428,0.036,0.028,0.128,0.02,0.787,0.002,0.001,0.997,0.2595187426,0.0,0.0,0.1149837524,0.0,0.0,0.0,0.0,0.4497342706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
1,30,2,1,0.884,0.112,0.004,0.019875992,0.1749548438,0.6520455698,0.0593028864,0.0748775018,0.0189432062,0.009,0.062,0.502,0.001,0.426,0.0,0.0,0.0,0.0,0.0,0.2450210601,0.6640435457,0.0,0.0,0.0,0.0639521331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2,45,2,2,0.828,0.169,0.002,0.0110260807,0.1487357474,0.7360208953,0.0148822755,0.0823135018,0.0070214993,0.001,0.818,0.032,0.0,0.149,0.0,0.0,0.0,0.3633496463,0.0,0.0,0.2104524523,0.0,0.0,0.2104796916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3,160,2,1,0.824,0.153,0.023,0.0141403513,0.2710695603,0.3471164883,0.1972844308,0.1410799623,0.0293092071,0.001,0.177,0.256,0.001,0.565,0.831,0.012,0.157,0.8259269595,0.0,0.0,0.116406396,0.0,0.0,0.0,0.0,0.0,0.0178379603,0.0,0.0,0.0,0.0,0.0,0.0,4
4,70,2,2,0.985,0.014,0.001,0.037504099,0.2698111999,0.575422708,0.0244598381,0.0773059125,0.0154962425,0.005,0.03,0.455,0.0,0.509,0.772,0.009,0.219,0.2171533704,0.0,0.0794892386,0.602390945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1,38,3,1,0.955,0.043,0.002,0.0053961822,0.1978706481,0.7698285507,0.0013406479,0.0237586908,0.0018052802,0.003,0.111,0.261,0.0,0.625,0.835,0.045,0.12,0.0832409933,0.0,0.0,0.7519804835,0.0,0.0,0.0,0.0683939382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2,41,3,2,0.936,0.063,0.0,0.0062860142,0.183030688,0.6737162146,0.0138332449,0.1108567656,0.0122770727,0.001,0.628,0.207,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0292307884,0.8473581672,0.0,0.0,0.0,0.0368941389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
3,58,3,1,0.734,0.235,0.032,0.1719557179,0.1191919482,0.5857780626,0.0340927636,0.047151264,0.0418302437,0.02,0.035,0.299,0.006,0.639,0.652,0.012,0.336,0.8386333585,0.0,0.0448517501,0.0,0.0,0.0,0.0782420337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
4,59,3,2,0.426,0.399,0.175,0.0768928421,0.2438819793,0.311882404,0.0765726792,0.2095130078,0.0812570876,0.021,0.221,0.223,0.049,0.485,0.276,0.091,0.633,0.156279698,0.0,0.0,0.552608192,0.0,0.0,0.1376977116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
5,29,3,1,0.288,0.625,0.087,0.0483789089,0.5943045407,0.227996562,0.0170519621,0.0546398565,0.0576281698,0.008,0.007,0.786,0.003,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.4000606239,0.4992581308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243823621,0.0,0.0,0.0,27
1,42,3,1,0.563,0.338,0.099,0.0154087321,0.1686630557,0.7823774091,0.0050590194,0.0198715817,0.0086202019,0.019,0.058,0.803,0.001,0.118,0.0,0.0,0.0,0.3469300568,0.0,0.3726363182,0.0,0.0,0.0,0.1062918156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2,40,3,2,0.301,0.386,0.313,0.1733507021,0.088345618,0.7121215115,0.0008012038,0.0072853049,0.0180956597,0.001,0.032,0.432,0.001,0.535,0.015,0.024,0.962,0.5103916526,0.0,0.097296387,0.3262839019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3,75,3,1,0.755,0.203,0.042,0.1003752907,0.0862709386,0.5975725318,0.0855469571,0.0862043042,0.0440299776,0.013,0.015,0.362,0.007,0.603,0.091,0.007,0.902,0.1143269464,0.0,0.1475509107,0.6015855074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4,34,3,2,0.061,0.469,0.47,0.3245610526,0.1471337433,0.1296359433,0.0674894677,0.0384527601,0.2927270329,0.02,0.011,0.768,0.019,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.1723495722,0.0,0.0,0.0,0.2349709868,0.0,0.1375544369,0.0,0.0,0.0,0.0,0.0,0.0,10
1,31,2,1,0.155,0.436,0.409,0.2292282617,0.0967547095,0.072735214,0.1366545172,0.1385719422,0.3260553555,0.007,0.064,0.279,0.004,0.646,0.043,0.023,0.933,0.4173119962,0.0,0.0,0.4377242923,0.0,0.0417921692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2,35,2,2,0.768,0.115,0.117,0.131759321,0.0884475562,0.2615804449,0.0507060089,0.4398087178,0.0276979512,0.009,0.072,0.483,0.007,0.429,0.0,0.0,0.0,0.6700795293,0.0,0.0,0.2116004527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403747149,8
